SLOT_ID,CHIP_ID,CHIP_TYPE,CORE_ID,CORE_TYPE,CORE_LANE,LANE_SPEED(mbps),MEDIA_TYPE,OPTICS_VENDOR,NIC_VENDOR,CABLE_LENGTH(m),TX_PRE3,TX_PRE2,TX_PRE1,TX_MAIN,TX_POST1,TX_POST2,TX_POST3,RX_CTLE_CODE,RX_DSP_MODE,RX_AFE_TRIM
1,1,NPU,0,R_FE,0,53125,BACKPLANE,,,,,0,-16,132,0,0,0,,,
1,1,NPU,0,R_FE,1,53125,BACKPLANE,,,,,0,-16,132,0,0,0,,,
1,1,NPU,0,R_FE,2,53125,BACKPLANE,,,,,0,-16,132,0,0,0,,,
1,1,NPU,0,R_FE,3,53125,BACKPLANE,,,,,0,-16,132,0,0,0,,,
1,1,NPU,0,R_FE,0,53125,COPPER,,,,,0,-16,132,0,0,0,,,
1,1,NPU,0,R_FE,1,53125,COPPER,,,,,0,-16,132,0,0,0,,,
1,1,NPU,0,R_FE,2,53125,COPPER,,,,,0,-16,132,0,0,0,,,
1,1,NPU,0,R_FE,3,53125,COPPER,,,,,0,-16,132,0,0,0,,,
1,1,NPU,1,R_FE,0,53125,BACKPLANE,,,,,0,-16,132,0,0,0,,,
1,1,NPU,1,R_FE,1,53125,BACKPLANE,,,,,0,-16,132,0,0,0,,,
1,1,NPU,1,R_FE,2,53125,BACKPLANE,,,,,0,-16,132,0,0,0,,,
1,1,NPU,1,R_FE,3,53125,BACKPLANE,,,,,0,-16,132,0,0,0,,,
1,1,NPU,1,R_FE,0,53125,COPPER,,,,,0,-16,132,0,0,0,,,
1,1,NPU,1,R_FE,1,53125,COPPER,,,,,0,-16,132,0,0,0,,,
1,1,NPU,1,R_FE,2,53125,COPPER,,,,,0,-16,132,0,0,0,,,
1,1,NPU,1,R_FE,3,53125,COPPER,,,,,0,-16,132,0,0,0,,,
1,1,NPU,2,R_FE,0,53125,BACKPLANE,,,,,0,-16,132,0,0,0,,,
1,1,NPU,2,R_FE,1,53125,BACKPLANE,,,,,0,-16,132,0,0,0,,,
1,1,NPU,2,R_FE,2,53125,BACKPLANE,,,,,0,-16,132,0,0,0,,,
1,1,NPU,2,R_FE,3,53125,BACKPLANE,,,,,0,-16,132,0,0,0,,,
1,1,NPU,2,R_FE,0,53125,COPPER,,,,,0,-16,132,0,0,0,,,
1,1,NPU,2,R_FE,1,53125,COPPER,,,,,0,-16,132,0,0,0,,,
1,1,NPU,2,R_FE,2,53125,COPPER,,,,,0,-16,132,0,0,0,,,
1,1,NPU,2,R_FE,3,53125,COPPER,,,,,0,-16,132,0,0,0,,,
1,1,NPU,3,R_FE,0,53125,BACKPLANE,,,,,0,-16,132,0,0,0,,,
